GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A86001
"G1301570","1920","Georgia","130","Jackson","1570","Jackson",17671
"G1301590","1920","Georgia","130","Jasper","1590","Jasper",4744
"G1301610","1920","Georgia","130","Jeff Davis","1610","Jeff Davis",5707
"G1301630","1920","Georgia","130","Jefferson","1630","Jefferson",9453
"G1301650","1920","Georgia","130","Jenkins","1650","Jenkins",5608
"G1301670","1920","Georgia","130","Johnson","1670","Johnson",7881
"G1301690","1920","Georgia","130","Jones","1690","Jones",3866
"G1301750","1920","Georgia","130","Laurens","1750","Laurens",21004
"G1301770","1920","Georgia","130","Lee","1770","Lee",1927
"G1301790","1920","Georgia","130","Liberty","1790","Liberty",5114
"G1301810","1920","Georgia","130","Lincoln","1810","Lincoln",4587
"G1301850","1920","Georgia","130","Lowndes","1850","Lowndes",12986
"G1301870","1920","Georgia","130","Lumpkin","1870","Lumpkin",5023
"G1301890","1920","Georgia","130","McDuffie","1890","Mcduffie",5369
"G1301910","1920","Georgia","130","McIntosh","1910","Mcintosh",1316
"G1301930","1920","Georgia","130","Macon","1930","Macon",5639
"G1301950","1920","Georgia","130","Madison","1950","Madison",13534
"G1301970","1920","Georgia","130","Marion","1970","Marion",3507
"G1301990","1920","Georgia","130","Meriwether","1990","Meriwether",11573
"G1302010","1920","Georgia","130","Miller","2010","Miller",5863
"G1302015","1920","Georgia","130","Milton","2015","Milton",6408
"G1302050","1920","Georgia","130","Mitchell","2050","Mitchell",11519
"G1302070","1920","Georgia","130","Monroe","2070","Monroe",7375
"G1302090","1920","Georgia","130","Montgomery","2090","Montgomery",4819
"G1302110","1920","Georgia","130","Morgan","2110","Morgan",7256
"G1302130","1920","Georgia","130","Murray","2130","Murray",9058
"G1302150","1920","Georgia","130","Muscogee","2150","Muscogee",27940
"G1302170","1920","Georgia","130","Newton","2170","Newton",11499
"G1302190","1920","Georgia","130","Oconee","2190","Oconee",6348
"G1302210","1920","Georgia","130","Oglethorpe","2210","Oglethorpe",8790
"G1302230","1920","Georgia","130","Paulding","2230","Paulding",12418
"G1302270","1920","Georgia","130","Pickens","2270","Pickens",7898
"G1302290","1920","Georgia","130","Pierce","2290","Pierce",9234
"G1302310","1920","Georgia","130","Pike","2310","Pike",10417
"G1302330","1920","Georgia","130","Polk","2330","Polk",15452
"G1302350","1920","Georgia","130","Pulaski","2350","Pulaski",4422
"G1302370","1920","Georgia","130","Putnam","2370","Putnam",4729
"G1302390","1920","Georgia","130","Quitman","2390","Quitman",987
"G1302410","1920","Georgia","130","Rabun","2410","Rabun",5457
"G1302430","1920","Georgia","130","Randolph","2430","Randolph",5711
"G1302450","1920","Georgia","130","Richmond","2450","Richmond",34975
"G1302470","1920","Georgia","130","Rockdale","2470","Rockdale",5986
"G1302490","1920","Georgia","130","Schley","2490","Schley",2144
"G1302510","1920","Georgia","130","Screven","2510","Screven",9697
"G1302550","1920","Georgia","130","Spalding","2550","Spalding",11700
"G1302570","1920","Georgia","130","Stephens","2570","Stephens",8899
"G1302590","1920","Georgia","130","Stewart","2590","Stewart",3445
"G1302610","1920","Georgia","130","Sumter","2610","Sumter",9778
"G1302630","1920","Georgia","130","Talbot","2630","Talbot",3163
"G1302650","1920","Georgia","130","Taliaferro","2650","Taliaferro",2611
"G1302670","1920","Georgia","130","Tattnall","2670","Tattnall",10952
"G1302690","1920","Georgia","130","Taylor","2690","Taylor",5952
"G1302710","1920","Georgia","130","Telfair","2710","Telfair",10284
"G1302730","1920","Georgia","130","Terrell","2730","Terrell",5545
"G1302750","1920","Georgia","130","Thomas","2750","Thomas",15780
"G1302770","1920","Georgia","130","Tift","2770","Tift",10201
"G1302790","1920","Georgia","130","Toombs","2790","Toombs",10068
"G1302810","1920","Georgia","130","Towns","2810","Towns",3937
"G1302830","1920","Georgia","130","Treutlen","2830","Treutlen",4887
"G1302850","1920","Georgia","130","Troup","2850","Troup",19131
"G1302870","1920","Georgia","130","Turner","2870","Turner",7542
"G1302890","1920","Georgia","130","Twiggs","2890","Twiggs",3754
"G1302910","1920","Georgia","130","Union","2910","Union",6409
"G1302930","1920","Georgia","130","Upson","2930","Upson",7526
"G1302950","1920","Georgia","130","Walker","2950","Walker",20885
"G1302970","1920","Georgia","130","Walton","2970","Walton",14500
"G1302990","1920","Georgia","130","Ware","2990","Ware",16043
"G1303010","1920","Georgia","130","Warren","3010","Warren",4007
"G1303030","1920","Georgia","130","Washington","3030","Washington",11742
"G1303050","1920","Georgia","130","Wayne","3050","Wayne",11228
"G1303070","1920","Georgia","130","Webster","3070","Webster",2262
"G1303090","1920","Georgia","130","Wheeler","3090","Wheeler",6255
"G1303110","1920","Georgia","130","White","3110","White",5709
"G1303130","1920","Georgia","130","Whitfield","3130","Whitfield",15552
"G1303150","1920","Georgia","130","Wilcox","3150","Wilcox",8207
"G1303170","1920","Georgia","130","Wilkes","3170","Wilkes",8116
"G1303190","1920","Georgia","130","Wilkinson","3190","Wilkinson",5752
"G1303210","1920","Georgia","130","Worth","3210","Worth",11314
"G1550015","1920","Hawaii Territory","155","Hawaii","0015","Hawaii",
"G1550035","1920","Hawaii Territory","155","Honolulu","0035","Honolulu",
"G1550055","1920","Hawaii Territory","155","Kalawao","0055","Kalawao",
"G1550075","1920","Hawaii Territory","155","Kauai","0075","Kauai",
"G1550095","1920","Hawaii Territory","155","Maui","0095","Maui",
"G1600010","1920","Idaho","160","Ada","0010","Ada",34883
"G1600030","1920","Idaho","160","Adams","0030","Adams",2965
"G1600050","1920","Idaho","160","Bannock","0050","Bannock",26473
"G1600070","1920","Idaho","160","Bear Lake","0070","Bear Lake",8744
"G1600090","1920","Idaho","160","Benewah","0090","Benewah",6659
"G1600110","1920","Idaho","160","Bingham","0110","Bingham",17590
"G1600130","1920","Idaho","160","Blaine","0130","Blaine",4450
"G1600150","1920","Idaho","160","Boise","0150","Boise",1813
"G1600170","1920","Idaho","160","Bonner","0170","Bonner",12881
"G1600190","1920","Idaho","160","Bonneville","0190","Bonneville",17259
"G1600210","1920","Idaho","160","Boundary","0210","Boundary",4356
"G1600230","1920","Idaho","160","Butte","0230","Butte",2938
"G1600250","1920","Idaho","160","Camas","0250","Camas",1726
"G1600270","1920","Idaho","160","Canyon","0270","Canyon",26787
"G1600290","1920","Idaho","160","Caribou","0290","Caribou",2185
"G1600310","1920","Idaho","160","Cassia","0310","Cassia",15582
"G1600330","1920","Idaho","160","Clark","0330","Clark",1874
"G1600335","1920","Idaho","160","Clark-Fremont [multi-county reporting area]","0335","Clark-Fremont (multi-county reporting area)",
"G1600350","1920","Idaho","160","Clearwater","0350","Clearwater",4921
"G1600370","1920","Idaho","160","Custer","0370","Custer",3525
"G1600390","1920","Idaho","160","Elmore","0390","Elmore",5019
"G1600410","1920","Idaho","160","Franklin","0410","Franklin",8626
"G1600430","1920","Idaho","160","Fremont","0430","Fremont",10265
"G1600450","1920","Idaho","160","Gem","0450","Gem",6405
"G1600470","1920","Idaho","160","Gooding","0470","Gooding",7518
"G1600490","1920","Idaho","160","Idaho","0490","Idaho",11480
"G1600510","1920","Idaho","160","Jefferson","0510","Jefferson",9366
"G1600530","1920","Idaho","160","Jerome","0530","Jerome",5709
"G1600550","1920","Idaho","160","Kootenai","0550","Kootenai",17758
"G1600570","1920","Idaho","160","Latah","0570","Latah",18012
"G1600590","1920","Idaho","160","Lemhi","0590","Lemhi",5115
"G1600610","1920","Idaho","160","Lewis","0610","Lewis",5694
"G1600630","1920","Idaho","160","Lincoln","0630","Lincoln",3409
"G1600650","1920","Idaho","160","Madison","0650","Madison",8905
"G1600670","1920","Idaho","160","Minidoka","0670","Minidoka",8957
"G1600690","1920","Idaho","160","Nez Perce","0690","Nez Perce",14572
"G1600710","1920","Idaho","160","Oneida","0710","Oneida",6700
"G1600730","1920","Idaho","160","Owyhee","0730","Owyhee",4399
"G1600750","1920","Idaho","160","Payette","0750","Payette",7014
"G1600770","1920","Idaho","160","Power","0770","Power",4859
"G1600790","1920","Idaho","160","Shoshone","0790","Shoshone",14200
"G1600810","1920","Idaho","160","Teton","0810","Teton",3911
"G1600830","1920","Idaho","160","Twin Falls","0830","Twin Falls",28255
"G1600850","1920","Idaho","160","Valley","0850","Valley",2520
"G1600870","1920","Idaho","160","Washington","0870","Washington",9389
"G1700010","1920","Illinois","170","Adams","0010","Adams",60734
"G1700030","1920","Illinois","170","Alexander","0030","Alexander",17531
"G1700050","1920","Illinois","170","Bond","0050","Bond",15941
"G1700070","1920","Illinois","170","Boone","0070","Boone",15287
"G1700090","1920","Illinois","170","Brown","0090","Brown",9331
"G1700110","1920","Illinois","170","Bureau","0110","Bureau",42499
"G1700130","1920","Illinois","170","Calhoun","0130","Calhoun",8244
"G1700150","1920","Illinois","170","Carroll","0150","Carroll",19223
"G1700170","1920","Illinois","170","Cass","0170","Cass",17896
"G1700190","1920","Illinois","170","Champaign","0190","Champaign",55323
"G1700210","1920","Illinois","170","Christian","0210","Christian",38323
"G1700230","1920","Illinois","170","Clark","0230","Clark",21140
"G1700250","1920","Illinois","170","Clay","0250","Clay",17673
"G1700270","1920","Illinois","170","Clinton","0270","Clinton",22759
"G1700290","1920","Illinois","170","Coles","0290","Coles",34893
"G1700310","1920","Illinois","170","Cook","0310","Cook",2934583
"G1700330","1920","Illinois","170","Crawford","0330","Crawford",22719
"G1700350","1920","Illinois","170","Cumberland","0350","Cumberland",12858
"G1700370","1920","Illinois","170","DeKalb","0370","De Kalb",31137
"G1700390","1920","Illinois","170","De Witt","0390","De Witt",19140
"G1700410","1920","Illinois","170","Douglas","0410","Douglas",19526
"G1700430","1920","Illinois","170","Du Page","0430","Du Page",41960
"G1700450","1920","Illinois","170","Edgar","0450","Edgar",25469
"G1700470","1920","Illinois","170","Edwards","0470","Edwards",9353
"G1700490","1920","Illinois","170","Effingham","0490","Effingham",19536
"G1700510","1920","Illinois","170","Fayette","0510","Fayette",26176
"G1700530","1920","Illinois","170","Ford","0530","Ford",16370
"G1700550","1920","Illinois","170","Franklin","0550","Franklin",57115
"G1700570","1920","Illinois","170","Fulton","0570","Fulton",47987
"G1700590","1920","Illinois","170","Gallatin","0590","Gallatin",12478
"G1700610","1920","Illinois","170","Greene","0610","Greene",22826
"G1700630","1920","Illinois","170","Grundy","0630","Grundy",18531
"G1700650","1920","Illinois","170","Hamilton","0650","Hamilton",15920
"G1700670","1920","Illinois","170","Hancock","0670","Hancock",28488
"G1700690","1920","Illinois","170","Hardin","0690","Hardin",7450
"G1700710","1920","Illinois","170","Henderson","0710","Henderson",9742
"G1700730","1920","Illinois","170","Henry","0730","Henry",44899
"G1700750","1920","Illinois","170","Iroquois","0750","Iroquois",34643
"G1700770","1920","Illinois","170","Jackson","0770","Jackson",34356
"G1700790","1920","Illinois","170","Jasper","0790","Jasper",16038
"G1700810","1920","Illinois","170","Jefferson","0810","Jefferson",27986
"G1700830","1920","Illinois","170","Jersey","0830","Jersey",12622
"G1700850","1920","Illinois","170","Jo Daviess","0850","Jo Daviess",21875
"G1700870","1920","Illinois","170","Johnson","0870","Johnson",11906
"G1700890","1920","Illinois","170","Kane","0890","Kane",98470
"G1700910","1920","Illinois","170","Kankakee","0910","Kankakee",44511
"G1700930","1920","Illinois","170","Kendall","0930","Kendall",10051
"G1700950","1920","Illinois","170","Knox","0950","Knox",45765
"G1700970","1920","Illinois","170","Lake","0970","Lake",73406
"G1700990","1920","Illinois","170","La Salle","0990","La Salle",92573
"G1701010","1920","Illinois","170","Lawrence","1010","Lawrence",21166
"G1701030","1920","Illinois","170","Lee","1030","Lee",27885
"G1701050","1920","Illinois","170","Livingston","1050","Livingston",38722
"G1701070","1920","Illinois","170","Logan","1070","Logan",29207
"G1701090","1920","Illinois","170","McDonough","1090","Mcdonough",26948
"G1701110","1920","Illinois","170","McHenry","1110","Mchenry",33140
"G1701130","1920","Illinois","170","McLean","1130","Mclean",69001
"G1701150","1920","Illinois","170","Macon","1150","Macon",63883
"G1701170","1920","Illinois","170","Macoupin","1170","Macoupin",57191
"G1701190","1920","Illinois","170","Madison","1190","Madison",102903
"G1701210","1920","Illinois","170","Marion","1210","Marion",36436
"G1701230","1920","Illinois","170","Marshall","1230","Marshall",14731
"G1701250","1920","Illinois","170","Mason","1250","Mason",16627
"G1701270","1920","Illinois","170","Massac","1270","Massac",11502
"G1701290","1920","Illinois","170","Menard","1290","Menard",11623
"G1701310","1920","Illinois","170","Mercer","1310","Mercer",18775
"G1701330","1920","Illinois","170","Monroe","1330","Monroe",12821
"G1701350","1920","Illinois","170","Montgomery","1350","Montgomery",41142
"G1701370","1920","Illinois","170","Morgan","1370","Morgan",32325
"G1701390","1920","Illinois","170","Moultrie","1390","Moultrie",14838
"G1701410","1920","Illinois","170","Ogle","1410","Ogle",26808
"G1701430","1920","Illinois","170","Peoria","1430","Peoria",109349
"G1701450","1920","Illinois","170","Perry","1450","Perry",22347
"G1701470","1920","Illinois","170","Piatt","1470","Piatt",15704
"G1701490","1920","Illinois","170","Pike","1490","Pike",26778
"G1701510","1920","Illinois","170","Pope","1510","Pope",9284
"G1701530","1920","Illinois","170","Pulaski","1530","Pulaski",9659
"G1701550","1920","Illinois","170","Putnam","1550","Putnam",7570
"G1701570","1920","Illinois","170","Randolph","1570","Randolph",27516
"G1701590","1920","Illinois","170","Richland","1590","Richland",14042
"G1701610","1920","Illinois","170","Rock Island","1610","Rock Island",90720
"G1701630","1920","Illinois","170","St Clair","1630","St Clair",126357
"G1701650","1920","Illinois","170","Saline","1650","Saline",36862
"G1701670","1920","Illinois","170","Sangamon","1670","Sangamon",96995
"G1701690","1920","Illinois","170","Schuyler","1690","Schuyler",13285
"G1701710","1920","Illinois","170","Scott","1710","Scott",9466
"G1701730","1920","Illinois","170","Shelby","1730","Shelby",29537
"G1701750","1920","Illinois","170","Stark","1750","Stark",9686
"G1701770","1920","Illinois","170","Stephenson","1770","Stephenson",37344
"G1701790","1920","Illinois","170","Tazewell","1790","Tazewell",38478
"G1701810","1920","Illinois","170","Union","1810","Union",20055
"G1701830","1920","Illinois","170","Vermilion","1830","Vermilion",83240
"G1701850","1920","Illinois","170","Wabash","1850","Wabash",14029
"G1701870","1920","Illinois","170","Warren","1870","Warren",20982
"G1701890","1920","Illinois","170","Washington","1890","Washington",17999
"G1701910","1920","Illinois","170","Wayne","1910","Wayne",22765
"G1701930","1920","Illinois","170","White","1930","White",19840
"G1701950","1920","Illinois","170","Whiteside","1950","Whiteside",36118
"G1701970","1920","Illinois","170","Will","1970","Will",91512
"G1701990","1920","Illinois","170","Williamson","1990","Williamson",59259
"G1702010","1920","Illinois","170","Winnebago","2010","Winnebago",90310
"G1702030","1920","Illinois","170","Woodford","2030","Woodford",19309
"G1800010","1920","Indiana","180","Adams","0010","Adams",20503
"G1800030","1920","Indiana","180","Allen","0030","Allen",112810
"G1800050","1920","Indiana","180","Bartholomew","0050","Bartholomew",23658
"G1800070","1920","Indiana","180","Benton","0070","Benton",12162
"G1800090","1920","Indiana","180","Blackford","0090","Blackford",14075
"G1800110","1920","Indiana","180","Boone","0110","Boone",23464
"G1800130","1920","Indiana","180","Brown","0130","Brown",7018
"G1800150","1920","Indiana","180","Carroll","0150","Carroll",16310
"G1800170","1920","Indiana","180","Cass","0170","Cass",38025
"G1800190","1920","Indiana","180","Clark","0190","Clark",27081
"G1800210","1920","Indiana","180","Clay","0210","Clay",29154
"G1800230","1920","Indiana","180","Clinton","0230","Clinton",27654
"G1800250","1920","Indiana","180","Crawford","0250","Crawford",11198
"G1800270","1920","Indiana","180","Daviess","0270","Daviess",26659
