GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,A3Y001,A3Y002
"G2902250","1910","Missouri","290","Webster","2250","Webster",17377,16640
"G2902270","1910","Missouri","290","Worth","2270","Worth",8007,9832
"G2902290","1910","Missouri","290","Wright","2290","Wright",18315,17519
"G2905100","1910","Missouri","290","St Louis City","5100","St Louis City",687029,575238
"G3000010","1910","Montana","300","Beaverhead","0010","Beaverhead",6446,5615
"G3000070","1910","Montana","300","Broadwater","0070","Broadwater",3491,2641
"G3000090","1910","Montana","300","Carbon","0090","Carbon",13962,7533
"G3000130","1910","Montana","300","Cascade","0130","Cascade",28833,25777
"G3000150","1910","Montana","300","Chouteau","0150","Chouteau",17191,10966
"G3000170","1910","Montana","300","Custer","0170","Custer",14123,
"G3000210","1910","Montana","300","Dawson","0210","Dawson",12725,2443
"G3000230","1910","Montana","300","Deer Lodge","0230","Deer Lodge",12988,12375
"G3000270","1910","Montana","300","Fergus","0270","Fergus",17385,6937
"G3000290","1910","Montana","300","Flathead","0290","Flathead",18785,7949
"G3000310","1910","Montana","300","Gallatin","0310","Gallatin",14079,9553
"G3000390","1910","Montana","300","Granite","0390","Granite",2942,4328
"G3000430","1910","Montana","300","Jefferson","0430","Jefferson",5601,5330
"G3000490","1910","Montana","300","Lewis And Clark","0490","Lewis And Clark",21853,19171
"G3000530","1910","Montana","300","Lincoln","0530","Lincoln",3638,
"G3000570","1910","Montana","300","Madison","0570","Madison",7229,7695
"G3000590","1910","Montana","300","Meagher","0590","Meagher",4190,2526
"G3000630","1910","Montana","300","Missoula","0630","Missoula",23596,12637
"G3000670","1910","Montana","300","Park","0670","Park",10731,7341
"G3000770","1910","Montana","300","Powell","0770","Powell",5904,5018
"G3000810","1910","Montana","300","Ravalli","0810","Ravalli",11666,7822
"G3000870","1910","Montana","300","Rosebud","0870","Rosebud",7985,
"G3000890","1910","Montana","300","Sanders","0890","Sanders",3713,
"G3000930","1910","Montana","300","Silver Bow","0930","Silver Bow",56848,47635
"G3000970","1910","Montana","300","Sweet Grass","0970","Sweet Grass",4029,3086
"G3000990","1910","Montana","300","Teton","0990","Teton",9546,5080
"G3001050","1910","Montana","300","Valley","1050","Valley",13630,4355
"G3001110","1910","Montana","300","Yellowstone","1110","Yellowstone",22944,
"G3100010","1910","Nebraska","310","Adams","0010","Adams",20900,18840
"G3100030","1910","Nebraska","310","Antelope","0030","Antelope",14003,11344
"G3100070","1910","Nebraska","310","Banner","0070","Banner",1444,1114
"G3100090","1910","Nebraska","310","Blaine","0090","Blaine",1672,603
"G3100110","1910","Nebraska","310","Boone","0110","Boone",13145,11689
"G3100130","1910","Nebraska","310","Box Butte","0130","Box Butte",6131,5572
"G3100150","1910","Nebraska","310","Boyd","0150","Boyd",8826,7332
"G3100170","1910","Nebraska","310","Brown","0170","Brown",6083,3470
"G3100190","1910","Nebraska","310","Buffalo","0190","Buffalo",21907,20254
"G3100210","1910","Nebraska","310","Burt","0210","Burt",12726,13040
"G3100230","1910","Nebraska","310","Butler","0230","Butler",15403,15703
"G3100250","1910","Nebraska","310","Cass","0250","Cass",19786,21330
"G3100270","1910","Nebraska","310","Cedar","0270","Cedar",15191,12467
"G3100290","1910","Nebraska","310","Chase","0290","Chase",3613,2559
"G3100310","1910","Nebraska","310","Cherry","0310","Cherry",10414,6541
"G3100330","1910","Nebraska","310","Cheyenne","0330","Cheyenne",4551,3496
"G3100350","1910","Nebraska","310","Clay","0350","Clay",15729,15735
"G3100370","1910","Nebraska","310","Colfax","0370","Colfax",11610,11211
"G3100390","1910","Nebraska","310","Cuming","0390","Cuming",13782,14584
"G3100410","1910","Nebraska","310","Custer","0410","Custer",25668,19758
"G3100430","1910","Nebraska","310","Dakota","0430","Dakota",6564,6286
"G3100450","1910","Nebraska","310","Dawes","0450","Dawes",8254,6215
"G3100470","1910","Nebraska","310","Dawson","0470","Dawson",15961,12214
"G3100490","1910","Nebraska","310","Deuel","0490","Deuel",1786,880
"G3100510","1910","Nebraska","310","Dixon","0510","Dixon",11477,10535
"G3100530","1910","Nebraska","310","Dodge","0530","Dodge",22145,22298
"G3100550","1910","Nebraska","310","Douglas","0550","Douglas",168546,140590
"G3100570","1910","Nebraska","310","Dundy","0570","Dundy",4098,2434
"G3100590","1910","Nebraska","310","Fillmore","0590","Fillmore",14674,15087
"G3100610","1910","Nebraska","310","Franklin","0610","Franklin",10303,9455
"G3100630","1910","Nebraska","310","Frontier","0630","Frontier",8572,8781
"G3100650","1910","Nebraska","310","Furnas","0650","Furnas",12083,12373
"G3100670","1910","Nebraska","310","Gage","0670","Gage",30325,30051
"G3100690","1910","Nebraska","310","Garden","0690","Garden",3538,1750
"G3100710","1910","Nebraska","310","Garfield","0710","Garfield",3417,2127
"G3100730","1910","Nebraska","310","Gosper","0730","Gosper",4933,5301
"G3100750","1910","Nebraska","310","Grant","0750","Grant",1097,763
"G3100770","1910","Nebraska","310","Greeley","0770","Greeley",8047,5691
"G3100790","1910","Nebraska","310","Hall","0790","Hall",20361,17206
"G3100810","1910","Nebraska","310","Hamilton","0810","Hamilton",13459,13330
"G3100830","1910","Nebraska","310","Harlan","0830","Harlan",9578,9370
"G3100850","1910","Nebraska","310","Hayes","0850","Hayes",3011,2708
"G3100870","1910","Nebraska","310","Hitchcock","0870","Hitchcock",5415,4409
"G3100890","1910","Nebraska","310","Holt","0890","Holt",15545,12224
"G3100910","1910","Nebraska","310","Hooker","0910","Hooker",981,432
"G3100930","1910","Nebraska","310","Howard","0930","Howard",10783,10343
"G3100950","1910","Nebraska","310","Jefferson","0950","Jefferson",16852,15196
"G3100970","1910","Nebraska","310","Johnson","0970","Johnson",10187,11197
"G3100990","1910","Nebraska","310","Kearney","0990","Kearney",9106,9866
"G3101010","1910","Nebraska","310","Keith","1010","Keith",3692,1951
"G3101030","1910","Nebraska","310","Keya Paha","1030","Keya Paha",3452,3076
"G3101050","1910","Nebraska","310","Kimball","1050","Kimball",1942,758
"G3101070","1910","Nebraska","310","Knox","1070","Knox",18358,14343
"G3101090","1910","Nebraska","310","Lancaster","1090","Lancaster",73793,64835
"G3101110","1910","Nebraska","310","Lincoln","1110","Lincoln",15684,11416
"G3101130","1910","Nebraska","310","Logan","1130","Logan",1521,960
"G3101150","1910","Nebraska","310","Loup","1150","Loup",2188,1305
"G3101170","1910","Nebraska","310","McPherson","1170","Mcpherson",2470,517
"G3101190","1910","Nebraska","310","Madison","1190","Madison",19101,16976
"G3101210","1910","Nebraska","310","Merrick","1210","Merrick",10379,9255
"G3101230","1910","Nebraska","310","Morrill","1230","Morrill",4584,2074
"G3101250","1910","Nebraska","310","Nance","1250","Nance",8926,8222
"G3101270","1910","Nebraska","310","Nemaha","1270","Nemaha",13095,14952
"G3101290","1910","Nebraska","310","Nuckolls","1290","Nuckolls",13019,12414
"G3101310","1910","Nebraska","310","Otoe","1310","Otoe",19323,22288
"G3101330","1910","Nebraska","310","Pawnee","1330","Pawnee",10582,11770
"G3101350","1910","Nebraska","310","Perkins","1350","Perkins",2570,1702
"G3101370","1910","Nebraska","310","Phelps","1370","Phelps",10451,10772
"G3101390","1910","Nebraska","310","Pierce","1390","Pierce",10122,8445
"G3101410","1910","Nebraska","310","Platte","1410","Platte",19006,17747
"G3101430","1910","Nebraska","310","Polk","1430","Polk",10521,10542
"G3101450","1910","Nebraska","310","Red Willow","1450","Red Willow",11056,9604
"G3101470","1910","Nebraska","310","Richardson","1470","Richardson",17448,19614
"G3101490","1910","Nebraska","310","Rock","1490","Rock",3627,2809
"G3101510","1910","Nebraska","310","Saline","1510","Saline",17866,18252
"G3101530","1910","Nebraska","310","Sarpy","1530","Sarpy",9274,9080
"G3101550","1910","Nebraska","310","Saunders","1550","Saunders",21179,22085
"G3101570","1910","Nebraska","310","Scotts Bluff","1570","Scotts Bluff",8355,2552
"G3101590","1910","Nebraska","310","Seward","1590","Seward",15895,15690
"G3101610","1910","Nebraska","310","Sheridan","1610","Sheridan",7328,6033
"G3101630","1910","Nebraska","310","Sherman","1630","Sherman",8278,6550
"G3101650","1910","Nebraska","310","Sioux","1650","Sioux",5599,2055
"G3101670","1910","Nebraska","310","Stanton","1670","Stanton",7542,6959
"G3101690","1910","Nebraska","310","Thayer","1690","Thayer",14775,14325
"G3101710","1910","Nebraska","310","Thomas","1710","Thomas",1191,628
"G3101730","1910","Nebraska","310","Thurston","1730","Thurston",8704,6517
"G3101750","1910","Nebraska","310","Valley","1750","Valley",9480,7339
"G3101770","1910","Nebraska","310","Washington","1770","Washington",12738,13086
"G3101790","1910","Nebraska","310","Wayne","1790","Wayne",10397,9862
"G3101810","1910","Nebraska","310","Webster","1810","Webster",12008,11619
"G3101830","1910","Nebraska","310","Wheeler","1830","Wheeler",2292,1362
"G3101850","1910","Nebraska","310","York","1850","York",18721,18205
"G3200010","1910","Nevada","320","Churchill","0010","Churchill",2811,830
"G3200030","1910","Nevada","320","Clark","0030","Clark",3321,
"G3200050","1910","Nevada","320","Douglas","0050","Douglas",1895,1534
"G3200070","1910","Nevada","320","Elko","0070","Elko",8133,5688
"G3200090","1910","Nevada","320","Esmeralda","0090","Esmeralda",9369,1972
"G3200110","1910","Nevada","320","Eureka","0110","Eureka",1830,1954
"G3200130","1910","Nevada","320","Humboldt","0130","Humboldt",6825,4463
"G3200150","1910","Nevada","320","Lander","0150","Lander",1786,1534
"G3200170","1910","Nevada","320","Lincoln","0170","Lincoln",3489,
"G3200190","1910","Nevada","320","Lyon","0190","Lyon",3568,2268
"G3200230","1910","Nevada","320","Nye","0230","Nye",7513,1140
"G3200250","1910","Nevada","320","Ormsby","0250","Ormsby",3415,2893
"G3200290","1910","Nevada","320","Storey","0290","Storey",3045,3673
"G3200310","1910","Nevada","320","Washoe","0310","Washoe",17434,9141
"G3200330","1910","Nevada","320","White Pine","0330","White Pine",7441,1961
"G3300010","1910","New Hampshire","330","Belknap","0010","Belknap",21309,19526
"G3300030","1910","New Hampshire","330","Carroll","0030","Carroll",16316,16895
"G3300050","1910","New Hampshire","330","Cheshire","0050","Cheshire",30659,31321
"G3300070","1910","New Hampshire","330","Coos","0070","Coos",30753,29468
"G3300090","1910","New Hampshire","330","Grafton","0090","Grafton",41652,40844
"G3300110","1910","New Hampshire","330","Hillsborough","0110","Hillsborough",126072,112640
"G3300130","1910","New Hampshire","330","Merrimack","0130","Merrimack",53335,52430
"G3300150","1910","New Hampshire","330","Rockingham","0150","Rockingham",52188,51118
"G3300170","1910","New Hampshire","330","Strafford","0170","Strafford",38951,39337
"G3300190","1910","New Hampshire","330","Sullivan","0190","Sullivan",19337,18009
"G3400010","1910","New Jersey","340","Atlantic","0010","Atlantic",71894,46402
"G3400030","1910","New Jersey","340","Bergen","0030","Bergen",138002,78441
"G3400050","1910","New Jersey","340","Burlington","0050","Burlington",66565,58241
"G3400070","1910","New Jersey","340","Camden","0070","Camden",142029,107643
"G3400090","1910","New Jersey","340","Cape May","0090","Cape May",19745,13201
"G3400110","1910","New Jersey","340","Cumberland","0110","Cumberland",55153,51193
"G3400130","1910","New Jersey","340","Essex","0130","Essex",512886,359053
"G3400150","1910","New Jersey","340","Gloucester","0150","Gloucester",37368,31905
"G3400170","1910","New Jersey","340","Hudson","0170","Hudson",537231,386048
"G3400190","1910","New Jersey","340","Hunterdon","0190","Hunterdon",33569,34507
"G3400210","1910","New Jersey","340","Mercer","0210","Mercer",125657,95365
"G3400230","1910","New Jersey","340","Middlesex","0230","Middlesex",114426,79762
"G3400250","1910","New Jersey","340","Monmouth","0250","Monmouth",94734,82057
"G3400270","1910","New Jersey","340","Morris","0270","Morris",74704,65156
"G3400290","1910","New Jersey","340","Ocean","0290","Ocean",21318,19747
"G3400310","1910","New Jersey","340","Passaic","0310","Passaic",215902,155202
"G3400330","1910","New Jersey","340","Salem","0330","Salem",26999,25530
"G3400350","1910","New Jersey","340","Somerset","0350","Somerset",38820,32948
"G3400370","1910","New Jersey","340","Sussex","0370","Sussex",26781,24134
"G3400390","1910","New Jersey","340","Union","0390","Union",140197,99353
"G3400410","1910","New Jersey","340","Warren","0410","Warren",43187,37781
"G3550035","1910","New Mexico Territory","355","Bernalillo","0035","Bernalillo",23606,
"G3550055","1910","New Mexico Territory","355","Chaves","0055","Chaves",16850,
"G3550075","1910","New Mexico Territory","355","Colfax","0075","Colfax",16460,10150
"G3550095","1910","New Mexico Territory","355","Curry","0095","Curry",11443,
"G3550115","1910","New Mexico Territory","355","Dona Ana","0115","Dona Ana",12893,
"G3550135","1910","New Mexico Territory","355","Eddy","0135","Eddy",12400,3229
"G3550155","1910","New Mexico Territory","355","Grant","0155","Grant",14813,
"G3550175","1910","New Mexico Territory","355","Guadalupe","0175","Guadalupe",10927,
"G3550195","1910","New Mexico Territory","355","Lincoln","0195","Lincoln",7822,
"G3550215","1910","New Mexico Territory","355","Luna","0215","Luna",3913,
"G3550235","1910","New Mexico Territory","355","McKinley","0235","Mckinley",12963,
"G3550255","1910","New Mexico Territory","355","Mora","0255","Mora",12611,10304
"G3550275","1910","New Mexico Territory","355","Otero","0275","Otero",7069,4791
"G3550295","1910","New Mexico Territory","355","Quay","0295","Quay",14912,
"G3550315","1910","New Mexico Territory","355","Rio Arriba","0315","Rio Arriba",16624,
"G3550335","1910","New Mexico Territory","355","Roosevelt","0335","Roosevelt",12064,
"G3550355","1910","New Mexico Territory","355","Sandoval","0355","Sandoval",8579,
"G3550375","1910","New Mexico Territory","355","San Juan","0375","San Juan",8504,
"G3550395","1910","New Mexico Territory","355","San Miguel","0395","San Miguel",22930,
"G3550435","1910","New Mexico Territory","355","Santa Fe","0435","Santa Fe",14770,
"G3550455","1910","New Mexico Territory","355","Sierra","0455","Sierra",3536,3158
"G3550475","1910","New Mexico Territory","355","Socorro","0475","Socorro",14761,
"G3550495","1910","New Mexico Territory","355","Taos","0495","Taos",12008,10889
"G3550515","1910","New Mexico Territory","355","Torrance","0515","Torrance",10119,
"G3550535","1910","New Mexico Territory","355","Union","0535","Union",11404,
"G3550555","1910","New Mexico Territory","355","Valencia","0555","Valencia",13320,
"G3600010","1910","New York","360","Albany","0010","Albany",173666,165571
"G3600030","1910","New York","360","Allegany","0030","Allegany",41412,41501
"G3600070","1910","New York","360","Broome","0070","Broome",78809,69149
"G3600090","1910","New York","360","Cattaraugus","0090","Cattaraugus",65919,65643
"G3600110","1910","New York","360","Cayuga","0110","Cayuga",67106,66234
"G3600130","1910","New York","360","Chautauqua","0130","Chautauqua",105126,88314
"G3600150","1910","New York","360","Chemung","0150","Chemung",54662,54063
"G3600170","1910","New York","360","Chenango","0170","Chenango",35575,36568
"G3600190","1910","New York","360","Clinton","0190","Clinton",48230,47430
"G3600210","1910","New York","360","Columbia","0210","Columbia",43658,43211
"G3600230","1910","New York","360","Cortland","0230","Cortland",29249,27576
"G3600250","1910","New York","360","Delaware","0250","Delaware",45575,46413
"G3600270","1910","New York","360","Dutchess","0270","Dutchess",87661,81670
"G3600290","1910","New York","360","Erie","0290","Erie",528985,433686
"G3600310","1910","New York","360","Essex","0310","Essex",33458,30707
"G3600330","1910","New York","360","Franklin","0330","Franklin",45717,42853
"G3600350","1910","New York","360","Fulton","0350","Fulton",44534,42842
"G3600370","1910","New York","360","Genesee","0370","Genesee",37615,34561
"G3600390","1910","New York","360","Greene","0390","Greene",30214,31478
"G3600410","1910","New York","360","Hamilton","0410","Hamilton",4373,4947
"G3600430","1910","New York","360","Herkimer","0430","Herkimer",56356,51049
"G3600450","1910","New York","360","Jefferson","0450","Jefferson",80382,76748
"G3600470","1910","New York","360","Kings","0470","Kings",1634351,1166582
"G3600490","1910","New York","360","Lewis","0490","Lewis",24849,27427
"G3600510","1910","New York","360","Livingston","0510","Livingston",38037,37059
"G3600530","1910","New York","360","Madison","0530","Madison",39289,40545
"G3600550","1910","New York","360","Monroe","0550","Monroe",283212,217854
"G3600570","1910","New York","360","Montgomery","0570","Montgomery",57567,47488
"G3600590","1910","New York","360","Nassau","0590","Nassau",83930,55448
"G3600610","1910","New York","360","New York","0610","New York",2762522,2050600
"G3600630","1910","New York","360","Niagara","0630","Niagara",92036,74961
"G3600650","1910","New York","360","Oneida","0650","Oneida",154157,132800
"G3600670","1910","New York","360","Onondaga","0670","Onondaga",200298,168735
"G3600690","1910","New York","360","Ontario","0690","Ontario",52286,49605
"G3600710","1910","New York","360","Orange","0710","Orange",116001,103859
"G3600730","1910","New York","360","Orleans","0730","Orleans",32000,30164
"G3600750","1910","New York","360","Oswego","0750","Oswego",71664,70881
"G3600770","1910","New York","360","Otsego","0770","Otsego",47216,48939
"G3600790","1910","New York","360","Putnam","0790","Putnam",14665,13787
"G3600810","1910","New York","360","Queens","0810","Queens",284041,152999
"G3600830","1910","New York","360","Rensselaer","0830","Rensselaer",122276,121697
"G3600850","1910","New York","360","Richmond","0850","Richmond",85969,67021
"G3600870","1910","New York","360","Rockland","0870","Rockland",46873,38298
"G3600890","1910","New York","360","St Lawrence","0890","St Lawrence",89005,89083
"G3600910","1910","New York","360","Saratoga","0910","Saratoga",61917,61089
"G3600930","1910","New York","360","Schenectady","0930","Schenectady",88235,46852
"G3600950","1910","New York","360","Schoharie","0950","Schoharie",23855,26854
"G3600970","1910","New York","360","Schuyler","0970","Schuyler",14004,15811
"G3600990","1910","New York","360","Seneca","0990","Seneca",26972,28114
"G3601010","1910","New York","360","Steuben","1010","Steuben",83362,82822
"G3601030","1910","New York","360","Suffolk","1030","Suffolk",96138,77582
"G3601050","1910","New York","360","Sullivan","1050","Sullivan",33808,32306
"G3601070","1910","New York","360","Tioga","1070","Tioga",25624,27951
"G3601090","1910","New York","360","Tompkins","1090","Tompkins",33647,33830
"G3601110","1910","New York","360","Ulster","1110","Ulster",91769,88422
"G3601130","1910","New York","360","Warren","1130","Warren",32223,29943
"G3601150","1910","New York","360","Washington","1150","Washington",47778,45624
"G3601170","1910","New York","360","Wayne","1170","Wayne",50179,48660
"G3601190","1910","New York","360","Westchester","1190","Westchester",283055,184257
"G3601210","1910","New York","360","Wyoming","1210","Wyoming",31880,30413
"G3601230","1910","New York","360","Yates","1230","Yates",18642,20318
"G3700010","1910","North Carolina","370","Alamance","0010","Alamance",28712,25665
"G3700030","1910","North Carolina","370","Alexander","0030","Alexander",11592,10960
"G3700050","1910","North Carolina","370","Alleghany","0050","Alleghany",7745,7759
"G3700070","1910","North Carolina","370","Anson","0070","Anson",25465,21870
"G3700090","1910","North Carolina","370","Ashe","0090","Ashe",19074,19581
"G3700130","1910","North Carolina","370","Beaufort","0130","Beaufort",30877,26404
"G3700150","1910","North Carolina","370","Bertie","0150","Bertie",23039,20538
"G3700170","1910","North Carolina","370","Bladen","0170","Bladen",18006,17677
"G3700190","1910","North Carolina","370","Brunswick","0190","Brunswick",14432,12657
"G3700210","1910","North Carolina","370","Buncombe","0210","Buncombe",49798,44288
"G3700230","1910","North Carolina","370","Burke","0230","Burke",21408,17699
"G3700250","1910","North Carolina","370","Cabarrus","0250","Cabarrus",26240,22456
"G3700270","1910","North Carolina","370","Caldwell","0270","Caldwell",20579,15694
"G3700290","1910","North Carolina","370","Camden","0290","Camden",5640,5474
"G3700310","1910","North Carolina","370","Carteret","0310","Carteret",13776,11811
"G3700330","1910","North Carolina","370","Caswell","0330","Caswell",14858,15028
"G3700350","1910","North Carolina","370","Catawba","0350","Catawba",27918,22133
"G3700370","1910","North Carolina","370","Chatham","0370","Chatham",22635,
"G3700390","1910","North Carolina","370","Cherokee","0390","Cherokee",14136,11860
"G3700410","1910","North Carolina","370","Chowan","0410","Chowan",11303,10258
"G3700430","1910","North Carolina","370","Clay","0430","Clay",3909,4532
"G3700450","1910","North Carolina","370","Cleveland","0450","Cleveland",29494,25078
"G3700470","1910","North Carolina","370","Columbus","0470","Columbus",28020,21274
"G3700490","1910","North Carolina","370","Craven","0490","Craven",25594,24160
"G3700510","1910","North Carolina","370","Cumberland","0510","Cumberland",35284,29249
"G3700530","1910","North Carolina","370","Currituck","0530","Currituck",7693,6529
"G3700550","1910","North Carolina","370","Dare","0550","Dare",4841,4757
"G3700570","1910","North Carolina","370","Davidson","0570","Davidson",29404,23403
"G3700590","1910","North Carolina","370","Davie","0590","Davie",13394,12115
"G3700610","1910","North Carolina","370","Duplin","0610","Duplin",25442,22405
"G3700630","1910","North Carolina","370","Durham","0630","Durham",35276,26233
"G3700650","1910","North Carolina","370","Edgecombe","0650","Edgecombe",32010,26591
"G3700670","1910","North Carolina","370","Forsyth","0670","Forsyth",47311,35261
"G3700690","1910","North Carolina","370","Franklin","0690","Franklin",24692,25116
"G3700710","1910","North Carolina","370","Gaston","0710","Gaston",37063,27903
"G3700730","1910","North Carolina","370","Gates","0730","Gates",10455,10413
"G3700750","1910","North Carolina","370","Graham","0750","Graham",4749,4343
"G3700770","1910","North Carolina","370","Granville","0770","Granville",25102,23263
"G3700790","1910","North Carolina","370","Greene","0790","Greene",13083,12038
"G3700810","1910","North Carolina","370","Guilford","0810","Guilford",60497,39074
"G3700830","1910","North Carolina","370","Halifax","0830","Halifax",37646,30793
"G3700850","1910","North Carolina","370","Harnett","0850","Harnett",22174,15988
"G3700870","1910","North Carolina","370","Haywood","0870","Haywood",21020,16222
"G3700890","1910","North Carolina","370","Henderson","0890","Henderson",16262,14104
"G3700910","1910","North Carolina","370","Hertford","0910","Hertford",15436,14294
"G3700950","1910","North Carolina","370","Hyde","0950","Hyde",8840,9278
"G3700970","1910","North Carolina","370","Iredell","0970","Iredell",34315,29064
"G3700990","1910","North Carolina","370","Jackson","0990","Jackson",12998,11853
"G3701010","1910","North Carolina","370","Johnston","1010","Johnston",41401,32250
"G3701030","1910","North Carolina","370","Jones","1030","Jones",8721,8226
"G3701050","1910","North Carolina","370","Lee","1050","Lee",11376,
"G3701070","1910","North Carolina","370","Lenoir","1070","Lenoir",22769,18639
"G3701090","1910","North Carolina","370","Lincoln","1090","Lincoln",17132,15498
"G3701110","1910","North Carolina","370","McDowell","1110","Mcdowell",13538,12567
"G3701130","1910","North Carolina","370","Macon","1130","Macon",12191,12104
"G3701150","1910","North Carolina","370","Madison","1150","Madison",20132,20644
"G3701170","1910","North Carolina","370","Martin","1170","Martin",17797,15383
"G3701190","1910","North Carolina","370","Mecklenburg","1190","Mecklenburg",67031,55268
"G3701210","1910","North Carolina","370","Mitchell","1210","Mitchell",17245,15221
"G3701230","1910","North Carolina","370","Montgomery","1230","Montgomery",14967,14197
"G3701250","1910","North Carolina","370","Moore","1250","Moore",17010,
"G3701270","1910","North Carolina","370","Nash","1270","Nash",33727,25478
"G3701290","1910","North Carolina","370","New Hanover","1290","New Hanover",32037,25785
"G3701310","1910","North Carolina","370","Northampton","1310","Northampton",22323,21150
"G3701330","1910","North Carolina","370","Onslow","1330","Onslow",14125,11940
"G3701350","1910","North Carolina","370","Orange","1350","Orange",15064,14690
"G3701370","1910","North Carolina","370","Pamlico","1370","Pamlico",9966,8045
"G3701390","1910","North Carolina","370","Pasquotank","1390","Pasquotank",16693,13660
"G3701410","1910","North Carolina","370","Pender","1410","Pender",15471,13381
"G3701430","1910","North Carolina","370","Perquimans","1430","Perquimans",11054,10091
"G3701450","1910","North Carolina","370","Person","1450","Person",17356,16685
"G3701470","1910","North Carolina","370","Pitt","1470","Pitt",36340,30889
"G3701490","1910","North Carolina","370","Polk","1490","Polk",7640,7004
"G3701510","1910","North Carolina","370","Randolph","1510","Randolph",29491,28232
"G3701530","1910","North Carolina","370","Richmond","1530","Richmond",19673,15855
"G3701550","1910","North Carolina","370","Robeson","1550","Robeson",51945,40371
"G3701570","1910","North Carolina","370","Rockingham","1570","Rockingham",36442,33163
"G3701590","1910","North Carolina","370","Rowan","1590","Rowan",37521,31066
"G3701610","1910","North Carolina","370","Rutherford","1610","Rutherford",28385,25101
"G3701630","1910","North Carolina","370","Sampson","1630","Sampson",29982,26380
"G3701650","1910","North Carolina","370","Scotland","1650","Scotland",15363,12553
"G3701670","1910","North Carolina","370","Stanly","1670","Stanly",19909,15220
"G3701690","1910","North Carolina","370","Stokes","1690","Stokes",20151,19866
"G3701710","1910","North Carolina","370","Surry","1710","Surry",29705,25515
"G3701730","1910","North Carolina","370","Swain","1730","Swain",10403,8401
"G3701750","1910","North Carolina","370","Transylvania","1750","Transylvania",7191,6620
"G3701770","1910","North Carolina","370","Tyrrell","1770","Tyrrell",5219,4980
"G3701790","1910","North Carolina","370","Union","1790","Union",33277,27156
"G3701810","1910","North Carolina","370","Vance","1810","Vance",19425,16684
"G3701830","1910","North Carolina","370","Wake","1830","Wake",63229,54626
"G3701850","1910","North Carolina","370","Warren","1850","Warren",20266,19151
"G3701870","1910","North Carolina","370","Washington","1870","Washington",11062,10608
"G3701890","1910","North Carolina","370","Watauga","1890","Watauga",13556,13417
"G3701910","1910","North Carolina","370","Wayne","1910","Wayne",35698,31356
"G3701930","1910","North Carolina","370","Wilkes","1930","Wilkes",30282,26872
"G3701950","1910","North Carolina","370","Wilson","1950","Wilson",28269,23596
"G3701970","1910","North Carolina","370","Yadkin","1970","Yadkin",15428,14083
"G3701990","1910","North Carolina","370","Yancey","1990","Yancey",12072,11464
"G3800010","1910","North Dakota","380","Adams","0010","Adams",5407,
"G3800030","1910","North Dakota","380","Barnes","0030","Barnes",18066,13159
"G3800050","1910","North Dakota","380","Benson","0050","Benson",12681,8320
"G3800070","1910","North Dakota","380","Billings","0070","Billings",10186,
"G3800090","1910","North Dakota","380","Bottineau","0090","Bottineau",17295,7532
"G3800110","1910","North Dakota","380","Bowman","0110","Bowman",4668,
"G3800130","1910","North Dakota","380","Burke","0130","Burke",9064,
"G3800150","1910","North Dakota","380","Burleigh","0150","Burleigh",13087,6081
"G3800170","1910","North Dakota","380","Cass","0170","Cass",33935,28625
"G3800190","1910","North Dakota","380","Cavalier","0190","Cavalier",15659,12580
"G3800210","1910","North Dakota","380","Dickey","0210","Dickey",9839,6061
"G3800230","1910","North Dakota","380","Divide","0230","Divide",6015,
"G3800250","1910","North Dakota","380","Dunn","0250","Dunn",5302,
"G3800270","1910","North Dakota","380","Eddy","0270","Eddy",4800,3330
"G3800290","1910","North Dakota","380","Emmons","0290","Emmons",9796,4349
"G3800310","1910","North Dakota","380","Foster","0310","Foster",5313,3770
"G3800350","1910","North Dakota","380","Grand Forks","0350","Grand Forks",27888,24459
"G3800390","1910","North Dakota","380","Griggs","0390","Griggs",6274,4744
"G3800410","1910","North Dakota","380","Hettinger","0410","Hettinger",6557,
"G3800430","1910","North Dakota","380","Kidder","0430","Kidder",5962,1754
"G3800450","1910","North Dakota","380","La Moure","0450","La Moure",10724,6048
"G3800470","1910","North Dakota","380","Logan","0470","Logan",6168,1625
"G3800490","1910","North Dakota","380","McHenry","0490","Mchenry",17627,5253
"G3800510","1910","North Dakota","380","McIntosh","0510","Mcintosh",7251,4818
"G3800530","1910","North Dakota","380","McKenzie","0530","Mckenzie",5720,
"G3800550","1910","North Dakota","380","McLean","0550","Mclean",14496,2794
"G3800570","1910","North Dakota","380","Mercer","0570","Mercer",4747,
"G3800590","1910","North Dakota","380","Morton","0590","Morton",25289,10277
"G3800610","1910","North Dakota","380","Mountrail","0610","Mountrail",8491,
"G3800630","1910","North Dakota","380","Nelson","0630","Nelson",10140,7316
"G3800650","1910","North Dakota","380","Oliver","0650","Oliver",3577,990
"G3800670","1910","North Dakota","380","Pembina","0670","Pembina",14749,17869
"G3800690","1910","North Dakota","380","Pierce","0690","Pierce",9740,4765
"G3800710","1910","North Dakota","380","Ramsey","0710","Ramsey",15199,9198
"G3800730","1910","North Dakota","380","Ransom","0730","Ransom",10345,6919
"G3800750","1910","North Dakota","380","Renville","0750","Renville",7840,
"G3800770","1910","North Dakota","380","Richland","0770","Richland",19659,17387
"G3800790","1910","North Dakota","380","Rolette","0790","Rolette",9558,7995
